question_id;question_text;parent_question;item;years;num_years;response_alternatives;num_responses;should_group_with;notes
8690;ser teater och annan scenkonst - musikal;ser teater och annan scenkonst;;2006;1;Ser mycket gärna | Ser ganska gärna | Ser inte särskilt gärna | Ser ogärna | Ingen uppfattning;5;;
8691;ser teater och annan scenkonst - opera;ser teater och annan scenkonst;;2006;1;Ser mycket gärna | Ser ganska gärna | Ser inte särskilt gärna | Ser ogärna | Ingen uppfattning;5;;
8692;ser teater och annan scenkonst - samhällsinriktad teater;ser teater och annan scenkonst;;2006;1;Ser mycket gärna | Ser ganska gärna | Ser inte särskilt gärna | Ser ogärna | Ingen uppfattning;5;;
17489;befogenheter presidenten skulle ha? att avskeda statsminister;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17490;befogenheter presidenten skulle ha? att besluta om utrikespolitik;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17491;befogenheter presidenten skulle ha? att kunna upphäva riksdagsbeslut;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17492;befogenheter presidenten skulle ha? att lämna lagförslag till riksdagen;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17493;befogenheter presidenten skulle ha? att utlysa extraval;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17494;befogenheter presidenten skulle ha? att utse en statsminister;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
17495;befogenheter presidenten skulle ha? representera landet;befogenheter presidenten skulle ha;;2024;1;Ska ha befogenhet | Ska inte ha befogenhet | Ingen uppfattning;3;;
6044;hur anser du att staten i första hand bör använda inkomster från miljöskatter;;;2002;1;Skattesänkningar | Stärka statskassan | Finansiera ytterligare miljöforskning | Ingen åsikt;4;;
5386;hur skall det högaktiva avfallet från kärnkraften slutförvaras;;;2001;1;Slutförvara avfallet så att det inte går att komma åt | Slutförvara avfallet så att det går att övervaka och komma å | Ingen bestämd åsikt;3;;
7601;vilken är din åsikt om hur vi i sverige ska slutförvara det högaktiva avfallet från kärnkraften;vilken är din åsikt om;;2004;1;Slutförvara avfallet så det ej går att komma åt i framtiden | Slutförvara avfallet så framtidens människor kan övervaka oc | Har ingen bestämd åsikt;3;;
10019;åsikt om hur sverige ska slutförvara högaktivt avfall från kärnkraftverk;åsikt om;;2008;1;Slutförvara så att det inte går att komma åt i framtiden | Slutförvara så att man i framtiden kan övervaka o komma åt d | Ingen bestämd åsikt;3;;
2285;hur slutförvara kärnavfallet;;;1995;1;Slutförvara så att ej går att komma åt i framtiden | Slutförvara så att det går att komma åt i framtiden | Har ingen bestämd åsikt;3;;
6408;bokkoep;;;2003;1;Språk, hur boken är skriven | Hur boken exponeras i hyllan | Författaren till boken, jfr svar f1B | Typ av innehåll/genre, jfr svar f1C | Bokens handling, jfr svar f1D | Omslaget, jfr svar f1E | Baksidestexten, jfr svar f1F | Bästsäljarlistor, jfrn svar f1G | Recensioner, jfr svar f1H | Litterära pris, jfr svar f1I | Rekommendation från vänner/bekanta, jfr svar f1J | Att boken är nyutkommen, jfr svar f1K | Priset på boken, jfr svar f1L;13;;
10922;anser om djurstammars storlek i sverige i dag - björn;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10923;anser om djurstammars storlek i sverige i dag - lodjur;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10924;anser om djurstammars storlek i sverige i dag - säl;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10925;anser om djurstammars storlek i sverige i dag - torsk;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10926;anser om djurstammars storlek i sverige i dag - varg;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10927;anser om djurstammars storlek i sverige i dag - vildsvin;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10929;anser om djurstammars storlek i sverige i dag - ål;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10928;anser om djurstammars storlek i sverige i dag - älg;anser om djurstammars storlek i sverige i dag;;2010;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10758;åsikt om djurstammars storlek björn;åsikt om djurstammars storlek;;2009;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10759;åsikt om djurstammars storlek lodjur;åsikt om djurstammars storlek;;2009;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10760;åsikt om djurstammars storlek varg;åsikt om djurstammars storlek;;2009;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10761;åsikt om djurstammars storlek vildsvin;åsikt om djurstammars storlek;;2009;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10762;åsikt om djurstammars storlek älg;åsikt om djurstammars storlek;;2009;1;Stammen är alldeles för liten | Stammen är något för liten | Stammen är lagom | Stammen är något för stor | Stammen är alldeles för stor | Ingen uppfattning;6;;
10780;åsikt om rapporteringen om svininfluensans risker den lokala morgontidningen där jag bor;åsikt om rapporteringen om svininfluensans risker;;2009;1;Starkt överdriven | Något överdriven | Rimlig | Något underdriven | Mycket underdriven | Ingen uppfattning | Har inte tagit del av;7;;
10781;åsikt om rapporteringen om svininfluensans risker ekot i sveriges radio;åsikt om rapporteringen om svininfluensans risker;;2009;1;Starkt överdriven | Något överdriven | Rimlig | Något underdriven | Mycket underdriven | Ingen uppfattning | Har inte tagit del av;7;;
10782;åsikt om rapporteringen om svininfluensans risker kvällstidningarna;åsikt om rapporteringen om svininfluensans risker;;2009;1;Starkt överdriven | Något överdriven | Rimlig | Något underdriven | Mycket underdriven | Ingen uppfattning | Har inte tagit del av;7;;
10783;åsikt om rapporteringen om svininfluensans risker nyheterna i tv4;åsikt om rapporteringen om svininfluensans risker;;2009;1;Starkt överdriven | Något överdriven | Rimlig | Något underdriven | Mycket underdriven | Ingen uppfattning | Har inte tagit del av;7;;
10784;åsikt om rapporteringen om svininfluensans risker rapport/aktuellt i svt;åsikt om rapporteringen om svininfluensans risker;;2009;1;Starkt överdriven | Något överdriven | Rimlig | Något underdriven | Mycket underdriven | Ingen uppfattning | Har inte tagit del av;7;;
695;arbetar/arbetade du i offentlig eller privat tjänst;;;1988, 1989, 1990;3;Statlig | Kommunal | Landstings–/regional | Privat ;3;;
11514;arbetar/arbetade du i offentlig eller privat tjänst;;;2011-2024;14;Statlig | Kommunal | Landstings–/regional | Privat | Ideell organisation/stiftelse;5;Auto: 13587;
10155;arbetar/arbetade du i statlig, kommunal, landstings-/regional eller privat tjänst;;;2009;1;Statlig | Kommunal | Landstings–/regional | Privat | Ideell organisation/stiftelse;5;;
7687;arbetar/arbetade du i statlig, kommunal, landstingskommunal eller privat tjänst;;;2005, 2006, 2007, 2008, 2010;5;Statlig | Kommunal | Landstings–/regional | Privat | Ideell organisation/stiftelse;5;;
1;arbetar du i statlig, kommunal, landstingskommunal eller privat tjänst;;;1986, 1987, 1991-1997, 1999-2004;15;Statlig | Kommunal/landstingskommunal | Privat;3;Auto: 1218, 2764, 4122;
686;riksområde (baserad på registerdata);;;1988, 1989, 1990;3;Stockholm (Stockholm | Ästra mellansverige | Småland med öarna (J | Sydsverige (Blekinge | Västsverige (Halland | Norra mellansverige | Mellersta Norrland ( | Ävre Norrland (Väste;8;;
2058;geografisk indelning;;;1994;1;Stockholm | Göteborg | Malmö | Götaland | Svealand | Norrland;6;;
725;h-region (baserad på registerdata);;;1988-1990, 1993-1995, 2000, 2017-2024;15;Stockholm | Större städer | Mellanbygd | Tätbygd | Glesbygd | Göteborg | Malmö;7;Auto: 4653;
579;riksområde (baserad på registerdata);;;1987, 1992-1995, 1998-2024;32;Stockholm | Östra Mellansverige | Småland med öarna | Sydsverige | Västsverige | Norra Mellansverige | Mellersta Norrland | Övre Norrland;8;Auto: 1710, 1867, 4470, 6156, 8647;
507;h-region (baserad på registerdata);;;1987, 1992, 2001;3;Stockholm, Södertälje A–region | Kommun >90 000 inv. inom 3 mil från centrum | Kommun >27 000 och <90 000 inv. inom 3 mils radie från centr | Kommuner <27 000 inv. inom 3 mils radie från centrum | Göteborgs A–region | Malmö/Lund/Trelleborg;6;Auto: 1666, 5440;
3355;h-region (baserad på registerdata);;;1998, 1999;2;Stockholm, Södertälje A–region | Kommuner med mer än 90 000 inv. inom 3 mil från kommuncentru | Kommun < 27 000 och > 90 000 inv. inom 3 mils radie. Mer 300 | Kommun < 27 000 och > 90 000 inv. inom 3 mils radie. Mindre | Kommuner > 27 000 inv. inom 3 mils radie från kommuncentrum | Göteborgs A–region | Malmö/Lund/Trelleborg;7;Auto: 4336;
6363;a-region (baserad på registerdata);;;2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024;22;Stockholm/Södertälje | Malmö/Lund/Trelleborg | Göteborg;3;;
6028;h-region (baserad på registerdata);;;2002;1;Stockholm/Södertälje A–reg | Kommuner >90 000 inv inom 30km radie fr centrum | Kommuner >27 000 inv inom 30km radie fr centrum & med >300 0 | Kommuner >27 000 inv inom 30km radie fr centrum & med <300 0 | Kommuner <27 000 inv inom 30km radie fr centrum | Göteborgs A–reg | Malmö/Lund/Trelleborgs A–reg;7;;
270;åsikt om kärnkraft;åsikt om;;1986;1;Stoppa kärnkraften | Avveckla kärnkrafte | Använd kärnkraften,;3;;
661;kärnkraftanvåndning;;;1988, 1989, 1990;3;Stoppa kärnkraften o | Avveckla kärnkraften | men inte så snabbt s | Använd kärnkraften, | Har ingen bestämd ås;5;;
1745;åsikt kärnkraft;;;1992;1;Stoppa kärnkraften omedelbart | Avveckla kärnkraften snabbare än till år 2010 | Avveckla kärnkraften till år 2010 | Avveckla kärnkraften men inte så snabbt som till år 2010 | Använd kärnkraften, avveckla den inte | Har ingen bestämd åsikt i frågan;6;;
1809;åsikt kärnkraftens användning;;;1993, 1994, 1995;3;Stoppa kärnkraften omedelbart | Avveckla kärnkraften snabbare än till år 2010 | Avveckla kärnkraften till år 2010 | Avveckla kärnkraften men inte så snabbt som till år 2010 | Använd kärnkraften, avveckla den inte | Har ingen bestämd åsikt i frågan;6;;
1238;vad är din åsikt om kärnkraftens användning i sverige;vad är din åsikt om;;1991, 1996, 1997;3;Stoppa kärnkraften omedelbart | Avveckla kärnkraften snabbare än till år 2010 | Avveckla kärnkraften till år 2010 | Avveckla kärnkraften men inte så snabbt som till år 2010 | Använd kärnkraften,avveckla den inte | Har ingen bestämd åsikt i frågan;6;;
871;eg arbetsmarknaden;;;1989, 1990;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
873;eg ekon utveckling;;;1989, 1990;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
875;eg miljön;;;1989, 1990;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
878;eg social trygghet;;;1989, 1990;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
880;eg sv neutralitet;;;1989, 1990;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1646;eg-medlemskap och utveckling arbetsmarknad;;;1992;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1647;eg-medlemskap och utveckling ekonomisk utveckling;;;1992;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1648;eg-medlemskap och utveckling miljön;;;1992;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1649;eg-medlemskap och utveckling social trygghet;;;1992;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1650;eg-medlemskap och utveckling tilltron till svensk neutralitet;;;1992;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
2120;svenskt eu-medlemskap och utvecklingen inom - arbetsmarknaden;;;1994;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
2121;svenskt eu-medlemskap och utvecklingen inom - ekonomisk utveckling;;;1994;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
2122;svenskt eu-medlemskap och utvecklingen inom - kvinnors livsvillkor;;;1994;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
2123;svenskt eu-medlemskap och utvecklingen inom - miljön;;;1994;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
2124;svenskt eu-medlemskap och utvecklingen inom - social trygghet;;;1994;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1930;sveriges utveckling om med i eg - arbetsmarknaden;;;1993;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1931;sveriges utveckling om med i eg - ekonomisk utveckling;;;1993;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1932;sveriges utveckling om med i eg - miljön;;;1993;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1933;sveriges utveckling om med i eg - social trygghet;;;1993;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1934;sveriges utveckling om med i eg - tilltron till svensk neutralitet;;;1993;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1489;vad innebär svenskt eg-medlemskap inom arbetsmarknaden;;;1991;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1490;vad innebär svenskt eg-medlemskap inom ekonomiska utvecklingen;;;1991;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1491;vad innebär svenskt eg-medlemskap inom miljön;;;1991;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1492;vad innebär svenskt eg-medlemskap inom sociala tryggheten;;;1991;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
1493;vad innebär svenskt eg-medlemskap inom tilltron till svensk neutralitet;;;1991;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring;5;;
8330;medlemskapet i eu hittills inneburit för sverige - alkoholpolitiken;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2011;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8320;medlemskapet i eu hittills inneburit för sverige - brottsbekämpningen;medlemskapet i eu hittills inneburit för sverige;;2006, 2008, 2010;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8946;medlemskapet i eu hittills inneburit för sverige - den militära säkerheten;medlemskapet i eu hittills inneburit för sverige;;2007, 2011;2;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
11134;medlemskapet i eu hittills inneburit för sverige - den nationella självständighetern;medlemskapet i eu hittills inneburit för sverige;;2010;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8947;medlemskapet i eu hittills inneburit för sverige - den sociala tryggheten;medlemskapet i eu hittills inneburit för sverige;;2007, 2008, 2010, 2011;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8331;medlemskapet i eu hittills inneburit för sverige - ekonomin;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010, 2011;5;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8332;medlemskapet i eu hittills inneburit för sverige - företagens villkor;medlemskapet i eu hittills inneburit för sverige;;2006, 2008, 2011;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8321;medlemskapet i eu hittills inneburit för sverige - högre utbildning/forskning;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8333;medlemskapet i eu hittills inneburit för sverige - invandrare och flyktingar;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010, 2011;5;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8334;medlemskapet i eu hittills inneburit för sverige - jordbruket;medlemskapet i eu hittills inneburit för sverige;;2006, 2008, 2011;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8948;medlemskapet i eu hittills inneburit för sverige - jämställdheten mellan män och kvinnor;medlemskapet i eu hittills inneburit för sverige;;2007, 2008, 2011;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8335;medlemskapet i eu hittills inneburit för sverige - miljön;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010, 2011;5;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
11135;medlemskapet i eu hittills inneburit för sverige - möjligheten att påverka utvecklingen i eu;medlemskapet i eu hittills inneburit för sverige;;2010;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8322;medlemskapet i eu hittills inneburit för sverige - prisnivån på livsmedel;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
8336;medlemskapet i eu hittills inneburit för sverige - sysselsättningen;medlemskapet i eu hittills inneburit för sverige;;2006, 2007, 2008, 2010, 2011;5;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5255;eu inneburit för brottsbekämpningen;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5256;eu inneburit för den militära säkerheten;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5257;eu inneburit för den nationella självständigheten;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5258;eu inneburit för ekonomin;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5259;eu inneburit för företagens konkurrensmöjligheter;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5260;eu inneburit för högre utbildningäforskning;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5261;eu inneburit för invandrarare och flyktingar;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5262;eu inneburit för jordbruket;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5263;eu inneburit för jämställdheten;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5264;eu inneburit för miljön;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5265;eu inneburit för möjligheten att påverka utvecklingen i eu;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5266;eu inneburit för prisnivån på livsmedel;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5267;eu inneburit för sociala tryggheten;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10206;eu inneburit för sverige brottsbekämpningen;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10207;eu inneburit för sverige den militära säkerheten;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10208;eu inneburit för sverige den personliga integriteten på internet;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10209;eu inneburit för sverige den sociala tryggheten;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10210;eu inneburit för sverige ekonomin;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10211;eu inneburit för sverige invandrare och flyktingar;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10212;eu inneburit för sverige jordbruket;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10213;eu inneburit för sverige jämställdheten mellan män och kvinnor;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10214;eu inneburit för sverige miljön;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10215;eu inneburit för sverige möjligheten att påverka utvecklingen i eu;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
10216;eu inneburit för sverige sysselsättningen;eu inneburit för sverige;;2009;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
5268;eu inneburit för sysselsättningen;eu inneburit för;;2001;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7811;eu-medlemskapets konsekvenser - alkoholpolitiken;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7812;eu-medlemskapets konsekvenser - brottsbekämpningen;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7813;eu-medlemskapets konsekvenser - ekonomin;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7814;eu-medlemskapets konsekvenser - företagens villkor;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7815;eu-medlemskapets konsekvenser - högre utbildning/forskning;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7816;eu-medlemskapets konsekvenser - invandrare och flyktingar;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7817;eu-medlemskapets konsekvenser - jordbruket;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7818;eu-medlemskapets konsekvenser - miljön;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7819;eu-medlemskapets konsekvenser - prisnivån på livsmedel;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
7820;eu-medlemskapets konsekvenser - sysselsättningen;eu-medlemskapets konsekvenser;;2005;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
4092;eus konsekvens brottsbekämpningen;eus konsekvens;;1999, 2000, 2002, 2003;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
4093;eus konsekvens den militära säkerheten;eus konsekvens;;1999, 2000, 2002, 2003;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
4051;eus konsekvens den nationella självständigheten;eus konsekvens;;1999, 2000, 2002;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
4094;eus konsekvens ekonomin;eus konsekvens;;1999, 2000, 2002, 2003;4;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
4052;eus konsekvens företagens konkurrensmöjligheter;eus konsekvens;;1999, 2000, 2002;3;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
6429;eus konsekvens företagens villkor;eus konsekvens;;2003;1;Stor förbättring | Viss förbättring | Varken förbättring eller försämring | Viss försämring | Stor försämring | Ingen uppfattning;6;;
